AP1,AP2,AP3,AP4,eduroam,Location
-62,-69,-88,-73,-59,BA-12
-62,-80,-88,-72,-59,BA-12
-57,-80,-88,-73,-63,BA-12
-60,-80,-88,-71,-59,BA-12
-61,-80,-88,-71,-57,BA-12
-59,-80,-81,-70,-59,BA-12
-60,-80,-85,-73,-61,BA-12
-61,-80,-85,-72,-59,BA-12
-60,-66,-85,-73,-59,BA-12
-60,-66,-87,-72,-59,BA-12
-58,-66,-86,-73,-58,BA-12
-61,-66,-85,-73,-59,BA-12
-58,-65,-85,-74,-59,BA-12
-58,-65,-85,-74,-60,BA-12
-60,-65,-85,-72,-56,BA-12
-58,-66,-85,-71,-63,BA-12
-60,-66,-85,-72,-60,BA-12
-59,-66,-85,-74,-58,BA-12
-60,-66,-85,-72,-65,BA-12
-62,-66,-85,-70,-66,BA-12
-72,-66,-85,-85,-39,BA-12
